rule_id,lang,severity,category,cc_type,cc_impact,effort_min,file,line,message,tier
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,107,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,107,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,112,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,122,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,127,Prefer `globalThis` over `window`.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,diagnostic-tests.html,142,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,diagnostic-tests.html,143,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,168,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,168,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,169,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,169,"Prefer `globalThis` over `window`. 2m MAINTAINABILITY 43 javascript:S7764 Use ""globalThis"" instead of ""window"", ""self"", or ""global"" MINOR P:diagnostic- tests.html(line 221) Prefer `globalThis` over `window`.",TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,221,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,222,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,222,Prefer `globalThis` over `window`.,TIER3
javascript:S7764,javascript,MINOR,MAINTAINABILITY,,,2,diagnostic-tests.html,244,Prefer `globalThis` over `window`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/dynamicAdaptationEngine.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/dynamicAdaptationEngine.js,188,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/dynamicAdaptationEngine.js,346,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/dynamicAdaptationEngine.js,705,Unexpected empty method 'updateAdaptationT riggers'.,TIER3
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/dynamicAdaptationEngine.js,706,Unexpected empty method 'updatePerformanc eMetrics'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,evolution/dynamicProfileManager.js,2,Prefer `node:events` over `events`.,TIER1
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,12,Prefer `node:fs/ promises` over `fs/ promises`.,TIER2
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,13,Prefer `node:path` over `path`.,TIER2
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,14,Prefer `node:url` over `url`.,TIER2
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,15,Prefer `node:perf_hooks` over `perf_hooks`.,TIER2
javascript:S2486,javascript,MINOR,MAINTAINABILITY,,,60,staging/e2e-workflow.test.js,66,Handle this exception or don't catch it at all.,TIER2
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,staging/e2e-workflow.test.js,97,"Remove this useless assignment to variable ""orchestrator"".",TIER2
javascript:S2486,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,115,Handle this exception or don't catch it at all. 1h MAINTAINABILITY 44 javascript:S1481 Unused local variables and functions should be removed MINOR P:staging/e2e- workflow.test.js(line 163) Remove the declaration of the unused 'checkResult' variable.,TIER2
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,staging/e2e-workflow.test.js,163,"Remove this useless assignment to variable ""checkResult"".",TIER2
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,staging/e2e-workflow.test.js,261,Remove the declaration of the unused 'wrongDigestAppro val' variable.,TIER2
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,staging/e2e-workflow.test.js,261,"Remove this useless assignment to variable ""wrongDigestAppro val"".",TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,tests/economics.test.ts,98,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,tests/economics.test.ts,336,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/tests/economics.test.ts,77,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/tests/economics.test.ts,151,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/tests/economics.test.ts,174,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/tests/economics.test.ts,200,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/tests/economics.test.ts,204,Don't use a zero fraction in the number.,TIER2
typescript:S2933,typescript,MAJOR,MAINTAINABILITY,,,2,simulation/economics.ts,46,Member 'params' is never reassigned mark it as `readonly`.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/economics.ts,97,Don't use a zero fraction in the number.,TIER2
typescript:S7748,typescript,MINOR,MAINTAINABILITY,,,1,simulation/economics.ts,190,Don't use a zero fraction in the number.,TIER2
typescript:S1854,typescript,MAJOR,MAINTAINABILITY,,,5,simulation/economics.ts,269,"Remove this useless assignment to variable ""productionImpact"" . 1m MAINTAINABILITY 45 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:src/voice/ ElevenLabsClient.js (line 131) Prefer `String#replaceAll()` over `String#replace()`.",TIER2
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,133,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,135,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,136,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,137,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,139,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,140,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,226,Remove the declaration of the unused 'requestId' variable.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,src/voice/ElevenLabsClient.js,226,"Remove this useless assignment to variable ""requestId"".",TIER3
javascript:S6594,javascript,MINOR,MAINTAINABILITY,,,5,src/voice/ElevenLabsClient.js,346,"Use the ""RegExp.exec()"" method instead.",TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,src/voice/ElevenLabsService.js,69,Don't use a zero fraction in the number.,TIER1
python:S1172,python,MAJOR,MAINTAINABILITY,,,5,src/prism_salesops/qa/engine.py,261,"Remove the unused function parameter ""constraints"".",TIER3
javascript:S6397,javascript,MAJOR,MAINTAINABILITY,,,5,backend/services/enterpriseDetectionService.js,40,Replace this character class by the character itself.,TIER1
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseDetectionService.js,295,`String.raw` should be used to avoid escaping `\`.,TIER1
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseDetectionService.js,302,"`String.raw` should be used to avoid escaping `\`. 5m MAINTAINABILITY 46 javascript:S7772 Node.js built-in modules should be imported using the ""node:"" protocol MINOR P:backend/routes/ enterpriseExport.js(l ine 9) Prefer `node:crypto` over `crypto`.",TIER1
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,backend/routes/enterpriseExport.js,10,Prefer `node:path` over `path`.,TIER1
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,backend/routes/enterpriseExport.js,10,Remove this unused import of 'path'.,TIER1
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,backend/routes/enterpriseExport.js,11,Remove this unused import of 'fs'.,TIER1
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,backend/routes/enterpriseExport.js,11,Prefer `node:fs/ promises` over `fs/ promises`.,TIER1
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,backend/routes/enterpriseExport.js,12,Prefer `node:module` over `module`.,TIER1
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,backend/routes/enterpriseExport.js,188,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER1
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/api/enterpriseExport.test.js,15,Remove this unused import of 'jest'.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/api/enterpriseExport.test.js,31,Remove this unused import of 'path'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,31,Prefer `node:path` over `path`.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/api/enterpriseExport.test.js,32,Remove this unused import of 'crypto'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,32,Prefer `node:crypto` over `crypto`.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,36,Remove the declaration of the unused 'testDetectionServi ce' variable.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,37,Remove the declaration of the unused 'testSanitizer' variable.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,38,Remove the declaration of the unused 'testPDFService' variable.,TIER3
javascript:S4030,javascript,MAJOR,MAINTAINABILITY,,,2,__tests_legacy__/backend/api/enterpriseExport.test.js,40,Either use this collection's contents or remove the collection.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/api/enterpriseExport.test.js,66,"Remove the declaration of the unused 'getServices' variable. 5m MAINTAINABILITY 47 javascript:S1854 Unused assignments should be removed MAJOR P:__tests_legacy__/ backend/api/ enterpriseExport.te st.js(line 66) Remove this useless assignment to variable ""getServices"".",TIER3
javascript:S7723,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/api/enterpriseExport.test.js,316,Use `new Array()` instead of `Array()`.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/schemas/enterpriseExportSchema.test.js,9,Remove this unused import of 'Joi'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/schemas/enterpriseExportSchema.test.js,10,Prefer `node:fs` over `fs`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/schemas/enterpriseExportSchema.test.js,11,Prefer `node:path` over `path`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/schemas/enterpriseExportSchema.test.js,12,Prefer `node:url` over `url`.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,backend/services/enterprisePDFService.js,13,Remove this unused import of 'PDFDocument'.,TIER1
javascript:S7757,javascript,MINOR,MAINTAINABILITY,,,2,backend/services/enterprisePDFService.js,17,Prefer classfield declaration over `this` assignment in constructor for static values.,TIER1
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,197,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,335,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,336,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,337,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,340,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,341,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,344,"Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 48 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:backend/ services/ enterprisePDFServi ce.js(line 348) Prefer `String#replaceAll()` over `String#replace()`.",TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,backend/services/enterprisePDFService.js,617,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,TIER1
javascript:S6660,javascript,MAJOR,MAINTAINABILITY,,,5,backend/services/enterprisePDFService.js,640,'If' statement should not be the only statement in 'else' block,TIER1
javascript:S7723,javascript,MINOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/services/enterprisePDFService.test.js,597,Use `new Array()` instead of `Array()`.,TIER3
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,140,`String.raw` should be used to avoid escaping `\`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,140,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,146,`String.raw` should be used to avoid escaping `\`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,146,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,152,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,152,`String.raw` should be used to avoid escaping `\`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,158,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,158,`String.raw` should be used to avoid escaping `\`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,164,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,166,"Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 49 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:backend/ services/ enterpriseSanitizer.j s(line 170) Prefer `String#replaceAll()` over `String#replace()`.",TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,172,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,199,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,200,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,201,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,204,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,205,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,206,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,207,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,210,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,211,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,212,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,215,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,229,"Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 50 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:backend/ services/ enterpriseSanitizer.j s(line 232) Prefer `String#replaceAll()` over `String#replace()`.",TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,233,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,236,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,237,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,240,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,241,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,242,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,243,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,257,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,261,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,265,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,284,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,287,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,290,"Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 51 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:backend/ services/ enterpriseSanitizer.j s(line 291) Prefer `String#replaceAll()` over `String#replace()`.",TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,292,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,293,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,296,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,299,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,371,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,374,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,375,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,378,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,381,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,382,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,383,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,386,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,387,"Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 52 javascript:S7781 Strings should use ""replaceAll()"" instead of ""replace()"" with global regex MINOR P:backend/ services/ enterpriseSanitizer.j s(line 429) Prefer `String#replaceAll()` over `String#replace()`.",TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,434,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,backend/services/enterpriseSanitizer.js,625,Prefer `String#replaceAll()` over `String#replace()`.,TIER1
javascript:S5869,javascript,MAJOR,MAINTAINABILITY,,,5,__tests_legacy__/backend/services/enterpriseSanitizer.test.js,48,Remove duplicates in this character class.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,__tests_legacy__/backend/integration/enterpriseWorkflow.test.js,12,Remove this unused import of 'EnterprisePDFServ ice'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,legacy_tests/tests_old/stress/eventGenerator.js,1,Prefer `node:events` over `events`.,TIER3
javascript:S7059,javascript,CRITICAL,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,64,Refactor this asynchronous operation outside of the constructor.,TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,115,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,TIER1
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,src/excel/ExcelAnalyzer.js,118,"Remove this useless assignment to variable ""mergedOptions"".",TIER1
javascript:S4030,javascript,MAJOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,204,Either use this collection's contents or remove the collection.,TIER1
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,228,Prefer `Number.isNaN` over `isNaN`.,TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,415,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,TIER1
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,460,Prefer `Number.isNaN` over `isNaN`.,TIER1
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,679,Prefer `Number.parseInt` over `parseInt`.,TIER1
javascript:S6535,javascript,MAJOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,709,Unnecessary escape character: \-. 5m MAINTAINABILITY 53 javascript:S6535 Unnecessary character escapes should be removed MAJOR P:src/excel/ ExcelAnalyzer.js(line 709) Unnecessary escape character: \/.,TIER1
javascript:S6594,javascript,MINOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,709,"Use the ""RegExp.exec()"" method instead.",TIER1
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,710,Prefer `Number.parseInt` over `parseInt`.,TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,770,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,TIER1
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,806,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER1
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,843,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER1
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,867,Remove the declaration of the unused 'values' variable.,TIER1
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,src/excel/ExcelAnalyzer.js,867,"Remove this useless assignment to variable ""values"".",TIER1
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,src/excel/ExcelAnalyzer.js,867,Prefer `Number.isNaN` over `isNaN`.,TIER1
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,src/excel/ExcelAnalyzer.js,889,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,941,Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.,TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,991,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,TIER1
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,src/excel/ExcelAnalyzer.js,1030,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,TIER1
